treat,noise,punishment,p_reg,p_strong,session,round,subject,group,sub_nb_in_group,group_id,contribution,contr_dummy,public_record,pr_dummy,oth1_subject,oth2_subject,oth1_contribution,oth2_contribution,oth1_public_record,oth2_public_record,sum_group_contributions,sum_group_contributions_pr,income_pg,income_pg_pr,received_punishment,income_reduction,income_pg_after_reduction,punish_oth1,punish_oth2,punishment_cost,income,noise__p_reg,noise__p_strong,pr_received_punishment,prrp__noise,prrp__p_strong,prrp__noise__p_strong,pr_contr_dummy,prrp__prcd,prrp__prcd__noise,prrp__prcd__p_strong,prrp__prcd__noise__p_strong,pr_public_record,pr_no_contr_sig,prcd__pr_no_contr_sig,prrp__prcd__pr_no_contr_sig,prrp__prcd__p_strong__prncs,pr_group_contr,prcd__pr_group_contr
nopun_nonoise,0,0,0,0,4,28,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,29,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,29,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,29,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,30,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,30,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,30,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,31,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,31,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,31,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,32,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,32,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,32,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,33,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,33,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,33,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,34,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,34,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,34,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,35,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,35,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,35,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,36,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,36,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,36,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,37,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,37,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,37,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,38,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,38,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,38,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,39,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,39,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,39,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,40,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,40,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,40,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,41,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,41,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,41,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,42,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,42,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,42,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,43,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,43,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,43,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,44,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,44,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,44,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,45,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,45,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,45,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,46,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,46,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,46,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,47,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,47,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,47,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,48,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,48,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,48,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,49,11,4,1,404,0,0,,0,14,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,49,14,4,2,404,0,0,,0,11,18,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,49,18,4,3,404,0,0,,0,14,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,50,11,4,1,404,0,0,,0,18,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,50,14,4,2,404,0,0,,0,18,11,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,50,18,4,3,404,0,0,,0,11,14,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,1,15,5,1,405,0,0,,0,19,27,20,20,,,40,,40,,,,,,,,40,0,0,,,,,,,,,,,,,,,,
nopun_nonoise,0,0,0,0,4,1,19,5,2,405,20,1,,1,15,27,0,20,,,40,,20,,,,,,,,20,0,0,,,,,,,,,,,,,,,,
nopun_nonoise,0,0,0,0,4,1,27,5,3,405,20,1,,1,19,15,20,0,,,40,,20,,,,,,,,20,0,0,,,,,,,,,,,,,,,,
nopun_nonoise,0,0,0,0,4,2,15,5,1,405,0,0,,0,19,27,20,20,,,40,,40,,,,,,,,40,0,0,,,,,0,,,,,,,,,,1,0
nopun_nonoise,0,0,0,0,4,2,19,5,2,405,20,1,,1,15,27,0,20,,,40,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,2,27,5,3,405,20,1,,1,15,19,0,20,,,40,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,3,15,5,1,405,20,1,,1,19,27,0,20,,,40,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,1,0
nopun_nonoise,0,0,0,0,4,3,19,5,2,405,0,0,,0,27,15,20,20,,,40,,40,,,,,,,,40,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,3,27,5,3,405,20,1,,1,19,15,0,20,,,40,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,4,15,5,1,405,20,1,,1,27,19,0,20,,,40,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,4,19,5,2,405,20,1,,1,27,15,0,20,,,40,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,1,0
nopun_nonoise,0,0,0,0,4,4,27,5,3,405,0,0,,0,19,15,20,20,,,40,,40,,,,,,,,40,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,5,15,5,1,405,0,0,,0,27,19,20,0,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,5,19,5,2,405,0,0,,0,27,15,20,0,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,5,27,5,3,405,20,1,,1,15,19,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,1,0
nopun_nonoise,0,0,0,0,4,6,15,5,1,405,20,1,,1,19,27,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,6,19,5,2,405,0,0,,0,27,15,0,20,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,6,27,5,3,405,0,0,,0,19,15,0,20,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,7,15,5,1,405,20,1,,1,27,19,0,0,,,20,,10,,,,,,,,10,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,7,19,5,2,405,0,0,,0,15,27,20,0,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,7,27,5,3,405,0,0,,0,15,19,20,0,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,8,15,5,1,405,0,0,,0,27,19,0,20,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,8,19,5,2,405,20,1,,1,27,15,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,8,27,5,3,405,0,0,,0,15,19,0,20,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,9,15,5,1,405,0,0,,0,27,19,20,0,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,9,19,5,2,405,0,0,,0,27,15,20,0,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,9,27,5,3,405,20,1,,1,19,15,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,10,15,5,1,405,20,1,,1,19,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,10,19,5,2,405,20,1,,1,27,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,10,27,5,3,405,20,1,,1,15,19,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,11,15,5,1,405,0,0,,0,27,19,20,20,,,40,,40,,,,,,,,40,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,11,19,5,2,405,20,1,,1,27,15,20,0,,,40,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,11,27,5,3,405,20,1,,1,19,15,20,0,,,40,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,12,15,5,1,405,20,1,,1,19,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,1,0
nopun_nonoise,0,0,0,0,4,12,19,5,2,405,20,1,,1,27,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,12,27,5,3,405,20,1,,1,19,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0.5,0.5
nopun_nonoise,0,0,0,0,4,13,15,5,1,405,0,0,,0,27,19,20,0,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,13,19,5,2,405,0,0,,0,27,15,20,0,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,13,27,5,3,405,20,1,,1,19,15,0,0,,,20,,10,,,,,,,,10,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,14,15,5,1,405,0,0,,0,19,27,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,14,19,5,2,405,0,0,,0,27,15,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,14,27,5,3,405,0,0,,0,19,15,0,0,,,0,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,15,15,5,1,405,20,1,,1,19,27,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,15,19,5,2,405,0,0,,0,15,27,20,0,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,15,27,5,3,405,0,0,,0,19,15,0,20,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,16,15,5,1,405,0,0,,0,27,19,0,0,,,0,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,16,19,5,2,405,0,0,,0,27,15,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,16,27,5,3,405,0,0,,0,19,15,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,17,15,5,1,405,0,0,,0,19,27,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,17,19,5,2,405,0,0,,0,27,15,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,17,27,5,3,405,0,0,,0,19,15,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,18,15,5,1,405,0,0,,0,27,19,20,0,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,18,19,5,2,405,0,0,,0,15,27,0,20,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,18,27,5,3,405,20,1,,1,15,19,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,19,15,5,1,405,20,1,,1,19,27,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,19,19,5,2,405,0,0,,0,15,27,20,0,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,19,27,5,3,405,0,0,,0,15,19,20,0,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,20,15,5,1,405,0,0,,0,19,27,20,0,,,20,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,20,19,5,2,405,20,1,,1,15,27,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,20,27,5,3,405,0,0,,0,15,19,0,20,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,21,15,5,1,405,0,0,,0,19,27,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,21,19,5,2,405,0,0,,0,15,27,0,0,,,0,,20,,,,,,,,20,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,21,27,5,3,405,0,0,,0,15,19,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,22,15,5,1,405,0,0,,0,27,19,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,22,19,5,2,405,0,0,,0,27,15,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,22,27,5,3,405,0,0,,0,15,19,0,0,,,0,,20,,,,,,,,20,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,23,15,5,1,405,20,1,,1,27,19,0,0,,,20,,10,,,,,,,,10,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,23,19,5,2,405,0,0,,0,15,27,20,0,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,23,27,5,3,405,0,0,,0,15,19,20,0,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,24,15,5,1,405,20,1,,1,19,27,0,0,,,20,,10,,,,,,,,10,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,24,19,5,2,405,0,0,,0,27,15,0,20,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,24,27,5,3,405,0,0,,0,19,15,0,20,,,20,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,25,15,5,1,405,20,1,,1,19,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,0,0
nopun_nonoise,0,0,0,0,4,25,19,5,2,405,20,1,,1,15,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,25,27,5,3,405,20,1,,1,15,19,20,20,,,60,,30,,,,,,,,30,0,0,,,,,0,,,,,,,,,,0.5,0
nopun_nonoise,0,0,0,0,4,26,15,5,1,405,20,1,,1,27,19,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,26,19,5,2,405,20,1,,1,15,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,26,27,5,3,405,20,1,,1,15,19,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,27,15,5,1,405,20,1,,1,19,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,27,19,5,2,405,20,1,,1,27,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,27,27,5,3,405,20,1,,1,19,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,28,15,5,1,405,20,1,,1,27,19,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,28,19,5,2,405,20,1,,1,15,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,28,27,5,3,405,20,1,,1,19,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,29,15,5,1,405,20,1,,1,19,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,29,19,5,2,405,20,1,,1,27,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,29,27,5,3,405,20,1,,1,15,19,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,30,15,5,1,405,20,1,,1,19,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,30,19,5,2,405,20,1,,1,15,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,30,27,5,3,405,20,1,,1,19,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,31,15,5,1,405,20,1,,1,27,19,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,31,19,5,2,405,20,1,,1,15,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,31,27,5,3,405,20,1,,1,19,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,32,15,5,1,405,20,1,,1,19,27,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,32,19,5,2,405,20,1,,1,27,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
nopun_nonoise,0,0,0,0,4,32,27,5,3,405,20,1,,1,19,15,20,20,,,60,,30,,,,,,,,30,0,0,,,,,1,,,,,,,,,,1,1
