"session","subject","treatment","team","subjectid","teamid","round","investment"
1,12,"individual",NA,"1_individual_12","1_individual_12","r3",15
1,12,"individual",NA,"1_individual_12","1_individual_12","r4",15
1,12,"individual",NA,"1_individual_12","1_individual_12","r5",20
1,12,"individual",NA,"1_individual_12","1_individual_12","r6",20
1,12,"individual",NA,"1_individual_12","1_individual_12","r7",20
1,12,"individual",NA,"1_individual_12","1_individual_12","r8",20
1,12,"individual",NA,"1_individual_12","1_individual_12","r9",30
1,12,"message",6,"1_message_12","1_6","r1",50
1,12,"message",6,"1_message_12","1_6","r2",25
1,12,"message",6,"1_message_12","1_6","r3",100
1,12,"message",6,"1_message_12","1_6","r4",30
1,12,"message",6,"1_message_12","1_6","r5",30
1,12,"message",6,"1_message_12","1_6","r6",0
1,12,"message",6,"1_message_12","1_6","r7",100
1,12,"message",6,"1_message_12","1_6","r8",100
1,12,"message",6,"1_message_12","1_6","r9",100
1,12,"mixed",4,"1_mixed_12","1_4","r1",0
1,12,"mixed",4,"1_mixed_12","1_4","r2",20
1,12,"mixed",4,"1_mixed_12","1_4","r3",100
1,12,"mixed",4,"1_mixed_12","1_4","r4",0
1,12,"mixed",4,"1_mixed_12","1_4","r5",30
1,12,"mixed",4,"1_mixed_12","1_4","r6",25
1,12,"mixed",4,"1_mixed_12","1_4","r7",100
1,12,"mixed",4,"1_mixed_12","1_4","r8",55
1,12,"mixed",4,"1_mixed_12","1_4","r9",23
1,12,"paycomm",3,"1_paycomm_12","1_3","r1",40
1,12,"paycomm",3,"1_paycomm_12","1_3","r2",50
1,12,"paycomm",3,"1_paycomm_12","1_3","r3",70
1,12,"paycomm",3,"1_paycomm_12","1_3","r4",50
1,12,"paycomm",3,"1_paycomm_12","1_3","r5",60
1,12,"paycomm",3,"1_paycomm_12","1_3","r6",50
1,12,"paycomm",3,"1_paycomm_12","1_3","r7",70
1,12,"paycomm",3,"1_paycomm_12","1_3","r8",80
1,12,"paycomm",3,"1_paycomm_12","1_3","r9",70
1,13,"individual",NA,"1_individual_13","1_individual_13","r1",30
1,13,"individual",NA,"1_individual_13","1_individual_13","r2",30
1,13,"individual",NA,"1_individual_13","1_individual_13","r3",30
1,13,"individual",NA,"1_individual_13","1_individual_13","r4",50
1,13,"individual",NA,"1_individual_13","1_individual_13","r5",30
1,13,"individual",NA,"1_individual_13","1_individual_13","r6",80
1,13,"individual",NA,"1_individual_13","1_individual_13","r7",80
1,13,"individual",NA,"1_individual_13","1_individual_13","r8",80
1,13,"individual",NA,"1_individual_13","1_individual_13","r9",80
1,13,"message",1,"1_message_13","1_1","r1",100
1,13,"message",1,"1_message_13","1_1","r2",100
1,13,"message",1,"1_message_13","1_1","r3",100
1,13,"message",1,"1_message_13","1_1","r4",100
1,13,"message",1,"1_message_13","1_1","r5",100
1,13,"message",1,"1_message_13","1_1","r6",100
1,13,"message",1,"1_message_13","1_1","r7",100
1,13,"message",1,"1_message_13","1_1","r8",0
1,13,"message",1,"1_message_13","1_1","r9",0
1,13,"mixed",5,"1_mixed_13","1_5","r1",50
1,13,"mixed",5,"1_mixed_13","1_5","r2",100
1,13,"mixed",5,"1_mixed_13","1_5","r3",30
1,13,"mixed",5,"1_mixed_13","1_5","r4",50
1,13,"mixed",5,"1_mixed_13","1_5","r5",50
1,13,"mixed",5,"1_mixed_13","1_5","r6",50
1,13,"mixed",5,"1_mixed_13","1_5","r7",10
1,13,"mixed",5,"1_mixed_13","1_5","r8",50
1,13,"mixed",5,"1_mixed_13","1_5","r9",10
1,13,"paycomm",4,"1_paycomm_13","1_4","r1",30
1,13,"paycomm",4,"1_paycomm_13","1_4","r2",40
1,13,"paycomm",4,"1_paycomm_13","1_4","r3",60
1,13,"paycomm",4,"1_paycomm_13","1_4","r4",40
1,13,"paycomm",4,"1_paycomm_13","1_4","r5",70
1,13,"paycomm",4,"1_paycomm_13","1_4","r6",40
1,13,"paycomm",4,"1_paycomm_13","1_4","r7",100
1,13,"paycomm",4,"1_paycomm_13","1_4","r8",30
1,13,"paycomm",4,"1_paycomm_13","1_4","r9",0
1,14,"individual",NA,"1_individual_14","1_individual_14","r1",15
1,14,"individual",NA,"1_individual_14","1_individual_14","r2",20
1,14,"individual",NA,"1_individual_14","1_individual_14","r3",25
1,14,"individual",NA,"1_individual_14","1_individual_14","r4",40
1,14,"individual",NA,"1_individual_14","1_individual_14","r5",100
1,14,"individual",NA,"1_individual_14","1_individual_14","r6",20
1,14,"individual",NA,"1_individual_14","1_individual_14","r7",25
1,14,"individual",NA,"1_individual_14","1_individual_14","r8",50
1,14,"individual",NA,"1_individual_14","1_individual_14","r9",10
1,14,"message",2,"1_message_14","1_2","r1",25
1,14,"message",2,"1_message_14","1_2","r2",30
1,14,"message",2,"1_message_14","1_2","r3",25
1,14,"message",2,"1_message_14","1_2","r4",25
1,14,"message",2,"1_message_14","1_2","r5",25
1,14,"message",2,"1_message_14","1_2","r6",30
1,14,"message",2,"1_message_14","1_2","r7",25
1,14,"message",2,"1_message_14","1_2","r8",0
1,14,"message",2,"1_message_14","1_2","r9",0
1,14,"mixed",5,"1_mixed_14","1_5","r1",100
1,14,"mixed",5,"1_mixed_14","1_5","r2",100
1,14,"mixed",5,"1_mixed_14","1_5","r3",80
1,14,"mixed",5,"1_mixed_14","1_5","r4",50
1,14,"mixed",5,"1_mixed_14","1_5","r5",50
1,14,"mixed",5,"1_mixed_14","1_5","r6",50
1,14,"mixed",5,"1_mixed_14","1_5","r7",50
1,14,"mixed",5,"1_mixed_14","1_5","r8",100
1,14,"mixed",5,"1_mixed_14","1_5","r9",50
1,14,"paycomm",5,"1_paycomm_14","1_5","r1",0
1,14,"paycomm",5,"1_paycomm_14","1_5","r2",0
1,14,"paycomm",5,"1_paycomm_14","1_5","r3",0
1,14,"paycomm",5,"1_paycomm_14","1_5","r4",50
1,14,"paycomm",5,"1_paycomm_14","1_5","r5",50
1,14,"paycomm",5,"1_paycomm_14","1_5","r6",75
1,14,"paycomm",5,"1_paycomm_14","1_5","r7",0
1,14,"paycomm",5,"1_paycomm_14","1_5","r8",0
1,14,"paycomm",5,"1_paycomm_14","1_5","r9",100
1,15,"individual",NA,"1_individual_15","1_individual_15","r1",33
1,15,"individual",NA,"1_individual_15","1_individual_15","r2",67
1,15,"individual",NA,"1_individual_15","1_individual_15","r3",77
1,15,"individual",NA,"1_individual_15","1_individual_15","r4",50
1,15,"individual",NA,"1_individual_15","1_individual_15","r5",51
1,15,"individual",NA,"1_individual_15","1_individual_15","r6",22
1,15,"individual",NA,"1_individual_15","1_individual_15","r7",66
1,15,"individual",NA,"1_individual_15","1_individual_15","r8",50
1,15,"individual",NA,"1_individual_15","1_individual_15","r9",65
1,15,"message",3,"1_message_15","1_3","r1",50
1,15,"message",3,"1_message_15","1_3","r2",20
1,15,"message",3,"1_message_15","1_3","r3",0
1,15,"message",3,"1_message_15","1_3","r4",100
1,15,"message",3,"1_message_15","1_3","r5",100
1,15,"message",3,"1_message_15","1_3","r6",100
1,15,"message",3,"1_message_15","1_3","r7",100
1,15,"message",3,"1_message_15","1_3","r8",100
1,15,"message",3,"1_message_15","1_3","r9",100
1,15,"mixed",5,"1_mixed_15","1_5","r1",45
1,15,"mixed",5,"1_mixed_15","1_5","r2",34
1,15,"mixed",5,"1_mixed_15","1_5","r3",26
1,15,"mixed",5,"1_mixed_15","1_5","r4",50
1,15,"mixed",5,"1_mixed_15","1_5","r5",50
1,15,"mixed",5,"1_mixed_15","1_5","r6",50
1,15,"mixed",5,"1_mixed_15","1_5","r7",28
1,15,"mixed",5,"1_mixed_15","1_5","r8",13
1,15,"mixed",5,"1_mixed_15","1_5","r9",43
1,15,"paycomm",6,"1_paycomm_15","1_6","r1",50
1,15,"paycomm",6,"1_paycomm_15","1_6","r2",50
1,15,"paycomm",6,"1_paycomm_15","1_6","r3",50
1,15,"paycomm",6,"1_paycomm_15","1_6","r4",50
1,15,"paycomm",6,"1_paycomm_15","1_6","r5",20
1,15,"paycomm",6,"1_paycomm_15","1_6","r6",50
1,15,"paycomm",6,"1_paycomm_15","1_6","r7",50
1,15,"paycomm",6,"1_paycomm_15","1_6","r8",100
1,15,"paycomm",6,"1_paycomm_15","1_6","r9",100
1,16,"individual",NA,"1_individual_16","1_individual_16","r1",20
1,16,"individual",NA,"1_individual_16","1_individual_16","r2",10
1,16,"individual",NA,"1_individual_16","1_individual_16","r3",50
1,16,"individual",NA,"1_individual_16","1_individual_16","r4",1
1,16,"individual",NA,"1_individual_16","1_individual_16","r5",10
1,16,"individual",NA,"1_individual_16","1_individual_16","r6",30
1,16,"individual",NA,"1_individual_16","1_individual_16","r7",2
1,16,"individual",NA,"1_individual_16","1_individual_16","r8",20
1,16,"individual",NA,"1_individual_16","1_individual_16","r9",90
1,16,"message",4,"1_message_16","1_4","r1",20
1,16,"message",4,"1_message_16","1_4","r2",50
1,16,"message",4,"1_message_16","1_4","r3",100
1,16,"message",4,"1_message_16","1_4","r4",100
1,16,"message",4,"1_message_16","1_4","r5",50
1,16,"message",4,"1_message_16","1_4","r6",100
1,16,"message",4,"1_message_16","1_4","r7",100
1,16,"message",4,"1_message_16","1_4","r8",0
1,16,"message",4,"1_message_16","1_4","r9",0
1,16,"mixed",6,"1_mixed_16","1_6","r1",10
1,16,"mixed",6,"1_mixed_16","1_6","r2",20
1,16,"mixed",6,"1_mixed_16","1_6","r3",20
1,16,"mixed",6,"1_mixed_16","1_6","r4",30
1,16,"mixed",6,"1_mixed_16","1_6","r5",30
1,16,"mixed",6,"1_mixed_16","1_6","r6",50
1,16,"mixed",6,"1_mixed_16","1_6","r7",40
1,16,"mixed",6,"1_mixed_16","1_6","r8",30
1,16,"mixed",6,"1_mixed_16","1_6","r9",1
1,16,"paycomm",7,"1_paycomm_16","1_7","r1",80
1,16,"paycomm",7,"1_paycomm_16","1_7","r2",60
1,16,"paycomm",7,"1_paycomm_16","1_7","r3",90
1,16,"paycomm",7,"1_paycomm_16","1_7","r4",50
1,16,"paycomm",7,"1_paycomm_16","1_7","r5",0
1,16,"paycomm",7,"1_paycomm_16","1_7","r6",50
1,16,"paycomm",7,"1_paycomm_16","1_7","r7",0
1,16,"paycomm",7,"1_paycomm_16","1_7","r8",0
1,16,"paycomm",7,"1_paycomm_16","1_7","r9",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r1",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r2",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r3",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r4",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r5",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r6",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r7",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r8",100
1,17,"individual",NA,"1_individual_17","1_individual_17","r9",100
1,17,"message",5,"1_message_17","1_5","r1",100
1,17,"message",5,"1_message_17","1_5","r2",100
1,17,"message",5,"1_message_17","1_5","r3",100
1,17,"message",5,"1_message_17","1_5","r4",75
1,17,"message",5,"1_message_17","1_5","r5",50
1,17,"message",5,"1_message_17","1_5","r6",100
1,17,"message",5,"1_message_17","1_5","r7",100
1,17,"message",5,"1_message_17","1_5","r8",100
1,17,"message",5,"1_message_17","1_5","r9",0
1,17,"mixed",6,"1_mixed_17","1_6","r1",50
1,17,"mixed",6,"1_mixed_17","1_6","r2",50
1,17,"mixed",6,"1_mixed_17","1_6","r3",10
1,17,"mixed",6,"1_mixed_17","1_6","r4",30
1,17,"mixed",6,"1_mixed_17","1_6","r5",30
1,17,"mixed",6,"1_mixed_17","1_6","r6",50
1,17,"mixed",6,"1_mixed_17","1_6","r7",50
1,17,"mixed",6,"1_mixed_17","1_6","r8",50
1,17,"mixed",6,"1_mixed_17","1_6","r9",50
1,17,"paycomm",8,"1_paycomm_17","1_8","r1",40
1,17,"paycomm",8,"1_paycomm_17","1_8","r2",60
1,17,"paycomm",8,"1_paycomm_17","1_8","r3",10
1,17,"paycomm",8,"1_paycomm_17","1_8","r4",50
1,17,"paycomm",8,"1_paycomm_17","1_8","r5",50
1,17,"paycomm",8,"1_paycomm_17","1_8","r6",10
1,17,"paycomm",8,"1_paycomm_17","1_8","r7",100
1,17,"paycomm",8,"1_paycomm_17","1_8","r8",100
1,17,"paycomm",8,"1_paycomm_17","1_8","r9",100
1,18,"individual",NA,"1_individual_18","1_individual_18","r1",45
1,18,"individual",NA,"1_individual_18","1_individual_18","r2",40
1,18,"individual",NA,"1_individual_18","1_individual_18","r3",30
1,18,"individual",NA,"1_individual_18","1_individual_18","r4",25
1,18,"individual",NA,"1_individual_18","1_individual_18","r5",45
1,18,"individual",NA,"1_individual_18","1_individual_18","r6",33
1,18,"individual",NA,"1_individual_18","1_individual_18","r7",5
1,18,"individual",NA,"1_individual_18","1_individual_18","r8",10
1,18,"individual",NA,"1_individual_18","1_individual_18","r9",100
1,18,"message",6,"1_message_18","1_6","r1",50
1,18,"message",6,"1_message_18","1_6","r2",25
1,18,"message",6,"1_message_18","1_6","r3",100
1,18,"message",6,"1_message_18","1_6","r4",30
1,18,"message",6,"1_message_18","1_6","r5",30
1,18,"message",6,"1_message_18","1_6","r6",0
1,18,"message",6,"1_message_18","1_6","r7",100
1,18,"message",6,"1_message_18","1_6","r8",100
1,18,"message",6,"1_message_18","1_6","r9",100
1,18,"mixed",6,"1_mixed_18","1_6","r1",0
1,18,"mixed",6,"1_mixed_18","1_6","r2",0
1,18,"mixed",6,"1_mixed_18","1_6","r3",0
1,18,"mixed",6,"1_mixed_18","1_6","r4",30
1,18,"mixed",6,"1_mixed_18","1_6","r5",30
1,18,"mixed",6,"1_mixed_18","1_6","r6",50
1,18,"mixed",6,"1_mixed_18","1_6","r7",0
1,18,"mixed",6,"1_mixed_18","1_6","r8",0
1,18,"mixed",6,"1_mixed_18","1_6","r9",0
1,18,"paycomm",9,"1_paycomm_18","1_9","r1",0
1,18,"paycomm",9,"1_paycomm_18","1_9","r2",0
1,18,"paycomm",9,"1_paycomm_18","1_9","r3",0
1,18,"paycomm",9,"1_paycomm_18","1_9","r4",80
1,18,"paycomm",9,"1_paycomm_18","1_9","r5",0
1,18,"paycomm",9,"1_paycomm_18","1_9","r6",0
1,18,"paycomm",9,"1_paycomm_18","1_9","r7",25
1,18,"paycomm",9,"1_paycomm_18","1_9","r8",50
1,18,"paycomm",9,"1_paycomm_18","1_9","r9",50
1,19,"individual",NA,"1_individual_19","1_individual_19","r1",50
1,19,"individual",NA,"1_individual_19","1_individual_19","r2",50
1,19,"individual",NA,"1_individual_19","1_individual_19","r3",50
1,19,"individual",NA,"1_individual_19","1_individual_19","r4",0
1,19,"individual",NA,"1_individual_19","1_individual_19","r5",0
1,19,"individual",NA,"1_individual_19","1_individual_19","r6",50
1,19,"individual",NA,"1_individual_19","1_individual_19","r7",0
1,19,"individual",NA,"1_individual_19","1_individual_19","r8",0
1,19,"individual",NA,"1_individual_19","1_individual_19","r9",50
1,19,"paycomm",1,"1_paycomm_19","1_1","r1",50
1,19,"paycomm",1,"1_paycomm_19","1_1","r2",65
1,19,"paycomm",1,"1_paycomm_19","1_1","r3",45
1,19,"paycomm",1,"1_paycomm_19","1_1","r4",50
1,19,"paycomm",1,"1_paycomm_19","1_1","r5",50
1,19,"paycomm",1,"1_paycomm_19","1_1","r6",100
1,19,"paycomm",1,"1_paycomm_19","1_1","r7",50
1,19,"paycomm",1,"1_paycomm_19","1_1","r8",75
1,19,"paycomm",1,"1_paycomm_19","1_1","r9",75
1,20,"individual",NA,"1_individual_20","1_individual_20","r1",60
1,20,"individual",NA,"1_individual_20","1_individual_20","r2",50
1,20,"individual",NA,"1_individual_20","1_individual_20","r3",50
1,20,"individual",NA,"1_individual_20","1_individual_20","r4",60
1,20,"individual",NA,"1_individual_20","1_individual_20","r5",60
1,20,"individual",NA,"1_individual_20","1_individual_20","r6",50
1,20,"individual",NA,"1_individual_20","1_individual_20","r7",50
1,20,"individual",NA,"1_individual_20","1_individual_20","r8",60
1,20,"individual",NA,"1_individual_20","1_individual_20","r9",50
1,20,"paycomm",2,"1_paycomm_20","1_2","r1",50
1,20,"paycomm",2,"1_paycomm_20","1_2","r2",25
1,20,"paycomm",2,"1_paycomm_20","1_2","r3",25
1,20,"paycomm",2,"1_paycomm_20","1_2","r4",40
1,20,"paycomm",2,"1_paycomm_20","1_2","r5",40
1,20,"paycomm",2,"1_paycomm_20","1_2","r6",60
1,20,"paycomm",2,"1_paycomm_20","1_2","r7",33
1,20,"paycomm",2,"1_paycomm_20","1_2","r8",38
1,20,"paycomm",2,"1_paycomm_20","1_2","r9",50
1,21,"individual",NA,"1_individual_21","1_individual_21","r1",50
1,21,"individual",NA,"1_individual_21","1_individual_21","r2",60
1,21,"individual",NA,"1_individual_21","1_individual_21","r3",50
1,21,"individual",NA,"1_individual_21","1_individual_21","r4",50
1,21,"individual",NA,"1_individual_21","1_individual_21","r5",60
1,21,"individual",NA,"1_individual_21","1_individual_21","r6",60
1,21,"individual",NA,"1_individual_21","1_individual_21","r7",70
1,21,"individual",NA,"1_individual_21","1_individual_21","r8",20
1,21,"individual",NA,"1_individual_21","1_individual_21","r9",20
1,21,"paycomm",3,"1_paycomm_21","1_3","r1",40
1,21,"paycomm",3,"1_paycomm_21","1_3","r2",50
1,21,"paycomm",3,"1_paycomm_21","1_3","r3",70
1,21,"paycomm",3,"1_paycomm_21","1_3","r4",50
1,21,"paycomm",3,"1_paycomm_21","1_3","r5",60
1,21,"paycomm",3,"1_paycomm_21","1_3","r6",50
1,21,"paycomm",3,"1_paycomm_21","1_3","r7",70
1,21,"paycomm",3,"1_paycomm_21","1_3","r8",80
1,21,"paycomm",3,"1_paycomm_21","1_3","r9",70
1,22,"individual",NA,"1_individual_22","1_individual_22","r1",15
1,22,"individual",NA,"1_individual_22","1_individual_22","r2",18
1,22,"individual",NA,"1_individual_22","1_individual_22","r3",10
1,22,"individual",NA,"1_individual_22","1_individual_22","r4",5
1,22,"individual",NA,"1_individual_22","1_individual_22","r5",5
1,22,"individual",NA,"1_individual_22","1_individual_22","r6",5
1,22,"individual",NA,"1_individual_22","1_individual_22","r7",0
1,22,"individual",NA,"1_individual_22","1_individual_22","r8",0
1,22,"individual",NA,"1_individual_22","1_individual_22","r9",100
1,22,"paycomm",4,"1_paycomm_22","1_4","r1",30
1,22,"paycomm",4,"1_paycomm_22","1_4","r2",40
1,22,"paycomm",4,"1_paycomm_22","1_4","r3",60
1,22,"paycomm",4,"1_paycomm_22","1_4","r4",40
1,22,"paycomm",4,"1_paycomm_22","1_4","r5",70
1,22,"paycomm",4,"1_paycomm_22","1_4","r6",40
1,22,"paycomm",4,"1_paycomm_22","1_4","r7",100
1,22,"paycomm",4,"1_paycomm_22","1_4","r8",30
1,22,"paycomm",4,"1_paycomm_22","1_4","r9",0
1,23,"individual",NA,"1_individual_23","1_individual_23","r1",50
1,23,"individual",NA,"1_individual_23","1_individual_23","r2",50
1,23,"individual",NA,"1_individual_23","1_individual_23","r3",50
1,23,"individual",NA,"1_individual_23","1_individual_23","r4",50
1,23,"individual",NA,"1_individual_23","1_individual_23","r5",50
1,23,"individual",NA,"1_individual_23","1_individual_23","r6",50
1,23,"individual",NA,"1_individual_23","1_individual_23","r7",60
1,23,"individual",NA,"1_individual_23","1_individual_23","r8",100
1,23,"individual",NA,"1_individual_23","1_individual_23","r9",65
1,23,"paycomm",5,"1_paycomm_23","1_5","r1",0
1,23,"paycomm",5,"1_paycomm_23","1_5","r2",0
1,23,"paycomm",5,"1_paycomm_23","1_5","r3",0
1,23,"paycomm",5,"1_paycomm_23","1_5","r4",50
1,23,"paycomm",5,"1_paycomm_23","1_5","r5",50
1,23,"paycomm",5,"1_paycomm_23","1_5","r6",75
1,23,"paycomm",5,"1_paycomm_23","1_5","r7",0
1,23,"paycomm",5,"1_paycomm_23","1_5","r8",0
1,23,"paycomm",5,"1_paycomm_23","1_5","r9",100
1,24,"individual",NA,"1_individual_24","1_individual_24","r1",50
1,24,"individual",NA,"1_individual_24","1_individual_24","r2",30
1,24,"individual",NA,"1_individual_24","1_individual_24","r3",50
1,24,"individual",NA,"1_individual_24","1_individual_24","r4",30
1,24,"individual",NA,"1_individual_24","1_individual_24","r5",20
1,24,"individual",NA,"1_individual_24","1_individual_24","r6",20
1,24,"individual",NA,"1_individual_24","1_individual_24","r7",40
1,24,"individual",NA,"1_individual_24","1_individual_24","r8",20
1,24,"individual",NA,"1_individual_24","1_individual_24","r9",90
1,24,"paycomm",6,"1_paycomm_24","1_6","r1",50
1,24,"paycomm",6,"1_paycomm_24","1_6","r2",50
1,24,"paycomm",6,"1_paycomm_24","1_6","r3",50
1,24,"paycomm",6,"1_paycomm_24","1_6","r4",50
1,24,"paycomm",6,"1_paycomm_24","1_6","r5",20
1,24,"paycomm",6,"1_paycomm_24","1_6","r6",50
1,24,"paycomm",6,"1_paycomm_24","1_6","r7",50
1,24,"paycomm",6,"1_paycomm_24","1_6","r8",100
1,24,"paycomm",6,"1_paycomm_24","1_6","r9",100
1,25,"paycomm",7,"1_paycomm_25","1_7","r1",80
1,25,"paycomm",7,"1_paycomm_25","1_7","r2",60
1,25,"paycomm",7,"1_paycomm_25","1_7","r3",90
1,25,"paycomm",7,"1_paycomm_25","1_7","r4",50
1,25,"paycomm",7,"1_paycomm_25","1_7","r5",0
1,25,"paycomm",7,"1_paycomm_25","1_7","r6",50
1,25,"paycomm",7,"1_paycomm_25","1_7","r7",0
1,25,"paycomm",7,"1_paycomm_25","1_7","r8",0
1,25,"paycomm",7,"1_paycomm_25","1_7","r9",100
1,26,"paycomm",8,"1_paycomm_26","1_8","r1",40
1,26,"paycomm",8,"1_paycomm_26","1_8","r2",60
1,26,"paycomm",8,"1_paycomm_26","1_8","r3",10
1,26,"paycomm",8,"1_paycomm_26","1_8","r4",50
1,26,"paycomm",8,"1_paycomm_26","1_8","r5",50
1,26,"paycomm",8,"1_paycomm_26","1_8","r6",10
1,26,"paycomm",8,"1_paycomm_26","1_8","r7",100
1,26,"paycomm",8,"1_paycomm_26","1_8","r8",100
1,26,"paycomm",8,"1_paycomm_26","1_8","r9",100
1,27,"paycomm",9,"1_paycomm_27","1_9","r1",0
1,27,"paycomm",9,"1_paycomm_27","1_9","r2",0
1,27,"paycomm",9,"1_paycomm_27","1_9","r3",0
1,27,"paycomm",9,"1_paycomm_27","1_9","r4",80
1,27,"paycomm",9,"1_paycomm_27","1_9","r5",0
1,27,"paycomm",9,"1_paycomm_27","1_9","r6",0
1,27,"paycomm",9,"1_paycomm_27","1_9","r7",25
1,27,"paycomm",9,"1_paycomm_27","1_9","r8",50
1,27,"paycomm",9,"1_paycomm_27","1_9","r9",50
2,1,"individual",NA,"2_individual_1","2_individual_1","r1",50
2,1,"individual",NA,"2_individual_1","2_individual_1","r2",60
2,1,"individual",NA,"2_individual_1","2_individual_1","r3",100
2,1,"individual",NA,"2_individual_1","2_individual_1","r4",0
2,1,"individual",NA,"2_individual_1","2_individual_1","r5",50
2,1,"individual",NA,"2_individual_1","2_individual_1","r6",25
2,1,"individual",NA,"2_individual_1","2_individual_1","r7",0
2,1,"individual",NA,"2_individual_1","2_individual_1","r8",0
2,1,"individual",NA,"2_individual_1","2_individual_1","r9",0
2,1,"message",1,"2_message_1","2_1","r1",40
2,1,"message",1,"2_message_1","2_1","r2",0
2,1,"message",1,"2_message_1","2_1","r3",50
2,1,"message",1,"2_message_1","2_1","r4",50
2,1,"message",1,"2_message_1","2_1","r5",50
2,1,"message",1,"2_message_1","2_1","r6",70
2,1,"message",1,"2_message_1","2_1","r7",50
2,1,"message",1,"2_message_1","2_1","r8",50
2,1,"message",1,"2_message_1","2_1","r9",50
2,1,"mixed",1,"2_mixed_1","2_1","r1",0
2,1,"mixed",1,"2_mixed_1","2_1","r2",0
2,1,"mixed",1,"2_mixed_1","2_1","r3",0
2,1,"mixed",1,"2_mixed_1","2_1","r4",25
2,1,"mixed",1,"2_mixed_1","2_1","r5",40
2,1,"mixed",1,"2_mixed_1","2_1","r6",25
2,1,"mixed",1,"2_mixed_1","2_1","r7",0
2,1,"mixed",1,"2_mixed_1","2_1","r8",0
2,1,"mixed",1,"2_mixed_1","2_1","r9",0
2,1,"paycomm",1,"2_paycomm_1","2_1","r1",20
2,1,"paycomm",1,"2_paycomm_1","2_1","r2",0
2,1,"paycomm",1,"2_paycomm_1","2_1","r3",0
2,1,"paycomm",1,"2_paycomm_1","2_1","r4",100
2,1,"paycomm",1,"2_paycomm_1","2_1","r5",100
2,1,"paycomm",1,"2_paycomm_1","2_1","r6",100
2,1,"paycomm",1,"2_paycomm_1","2_1","r7",100
2,1,"paycomm",1,"2_paycomm_1","2_1","r8",100
2,1,"paycomm",1,"2_paycomm_1","2_1","r9",100
2,2,"individual",NA,"2_individual_2","2_individual_2","r1",25
2,2,"individual",NA,"2_individual_2","2_individual_2","r2",15
2,2,"individual",NA,"2_individual_2","2_individual_2","r3",30
2,2,"individual",NA,"2_individual_2","2_individual_2","r4",50
2,2,"individual",NA,"2_individual_2","2_individual_2","r5",25
2,2,"individual",NA,"2_individual_2","2_individual_2","r6",40
2,2,"individual",NA,"2_individual_2","2_individual_2","r7",5
2,2,"individual",NA,"2_individual_2","2_individual_2","r8",0
2,2,"individual",NA,"2_individual_2","2_individual_2","r9",25
2,2,"message",2,"2_message_2","2_2","r1",100
2,2,"message",2,"2_message_2","2_2","r2",50
2,2,"message",2,"2_message_2","2_2","r3",50
2,2,"message",2,"2_message_2","2_2","r4",40
2,2,"message",2,"2_message_2","2_2","r5",50
2,2,"message",2,"2_message_2","2_2","r6",60
2,2,"message",2,"2_message_2","2_2","r7",100
2,2,"message",2,"2_message_2","2_2","r8",0
2,2,"message",2,"2_message_2","2_2","r9",0
2,2,"mixed",1,"2_mixed_2","2_1","r1",50
2,2,"mixed",1,"2_mixed_2","2_1","r2",50
2,2,"mixed",1,"2_mixed_2","2_1","r3",50
2,2,"mixed",1,"2_mixed_2","2_1","r4",25
2,2,"mixed",1,"2_mixed_2","2_1","r5",40
2,2,"mixed",1,"2_mixed_2","2_1","r6",25
2,2,"mixed",1,"2_mixed_2","2_1","r7",50
2,2,"mixed",1,"2_mixed_2","2_1","r8",50
2,2,"mixed",1,"2_mixed_2","2_1","r9",100
2,2,"paycomm",2,"2_paycomm_2","2_2","r1",100
2,2,"paycomm",2,"2_paycomm_2","2_2","r2",100
2,2,"paycomm",2,"2_paycomm_2","2_2","r3",100
2,2,"paycomm",2,"2_paycomm_2","2_2","r4",40
2,2,"paycomm",2,"2_paycomm_2","2_2","r5",50
2,2,"paycomm",2,"2_paycomm_2","2_2","r6",30
2,2,"paycomm",2,"2_paycomm_2","2_2","r7",100
2,2,"paycomm",2,"2_paycomm_2","2_2","r8",100
2,2,"paycomm",2,"2_paycomm_2","2_2","r9",100
2,3,"individual",NA,"2_individual_3","2_individual_3","r1",50
2,3,"individual",NA,"2_individual_3","2_individual_3","r2",25
2,3,"individual",NA,"2_individual_3","2_individual_3","r3",25
2,3,"individual",NA,"2_individual_3","2_individual_3","r4",75
2,3,"individual",NA,"2_individual_3","2_individual_3","r5",25
2,3,"individual",NA,"2_individual_3","2_individual_3","r6",25
2,3,"individual",NA,"2_individual_3","2_individual_3","r7",100
2,3,"individual",NA,"2_individual_3","2_individual_3","r8",75
2,3,"individual",NA,"2_individual_3","2_individual_3","r9",100
2,3,"message",3,"2_message_3","2_3","r1",100
2,3,"message",3,"2_message_3","2_3","r2",50
2,3,"message",3,"2_message_3","2_3","r3",50
2,3,"message",3,"2_message_3","2_3","r4",100
2,3,"message",3,"2_message_3","2_3","r5",20
2,3,"message",3,"2_message_3","2_3","r6",20
2,3,"message",3,"2_message_3","2_3","r7",100
